20230610134035.7,0,9.7740897,1.6146063,2.0105373,2.0261107,1.858e-06,1.53e-06,4.524e-05,-8.8621e-05,1.2328329,4.6004e-05,-9.9e+37,293.187,290.913,293.052,292.714,0,NaN,20.9257361776147,16.6569845411568,0.0371179797418852,158.829784388775,24.656658,-9.9e+37,293.187,292.714,293.052,292.714,-0.127850005121964
20230610134037.2,1.57400071620941,9.7745287,1.602523,2.0104715,2.0261875,6.338e-06,6.229e-06,-0.006710434,-0.002191501,1.2328768,0.000359294,-9.9e+37,293.192,290.954,293.065,292.704,1.57400071620941,NaN,20.9269565519854,16.5750388942665,0.0372141241599611,157.621469102285,24.657536,-9.9e+37,293.192,292.704,293.065,292.704,-0.401566024783697
20230610134039.2,3.56200039386749,9.7740568,1.7723376,2.0113934,2.0262095,7.54e-06,-4.043e-06,0.004745351,-0.009127256,1.2328548,-0.001430403,-9.9e+37,293.222,291.044,293.148,292.722,3.56200039386749,NaN,20.9256447190343,17.7231497129305,0.0372416655297232,174.602722323602,24.657096,-9.9e+37,293.222,292.722,293.148,292.722,-0.127332127946017
20230610134040.2,4.52700220048428,9.7739799,1.4862108,2.0105263,2.0252985,7.54e-06,2.732e-06,-0.002807152,-0.022810044,1.2328548,-0.003220646,-9.9e+37,293.227,291.033,293.096,292.714,4.52700220048428,NaN,20.9254309450272,16.6432854208556,0.0361012024455158,145.990390732531,24.657096,-9.9e+37,293.227,292.714,293.096,292.714,-0.0120113522837421
20230610134041.1,5.42200841009617,9.7741007,1.6105456,2.0105373,2.0252656,3.278e-06,3.06e-06,0.003850064,0.009175011,1.2328878,0.00572904,-9.9e+37,293.236,291.027,293.118,292.725,5.42200841009617,NaN,20.9257667564714,16.6569845411568,0.0360600155789181,158.42371933338,24.657756,-9.9e+37,293.236,292.725,293.118,292.725,-0.0852803041080793
20230610134042,6.3360046595335,9.7739799,1.5418206,2.0105702,2.0253424,6.338e-06,4.152e-06,-0.018165994,-0.008634756,1.2328109,-0.005815913,-9.9e+37,293.244,291.139,293.11,292.708,6.3360046595335,NaN,20.9254309450272,16.6979573646017,0.036156159996994,151.551303017969,24.656218,-9.9e+37,293.244,292.708,293.11,292.708,-0.0151463961365494
20230610134042.9,7.23000504076481,9.773969,1.5389122,2.0105263,2.0252985,1.0381e-05,1.748e-06,0.001926506,-0.001698016,1.2328,0.001790788,-9.9e+37,293.238,291.213,293.121,292.716,7.23000504076481,NaN,20.9254006441602,16.6432854208556,0.0361012024455158,151.26046655945,24.656,-9.9e+37,293.238,292.716,293.121,292.716,-0.00565064121406754
20230610134043.7,8.07799883186817,9.7740787,1.6373463,2.0105373,2.0261326,9.725e-06,2.076e-06,0.000224887,0.001606988,1.232778,0.00358114,-9.9e+37,293.241,291.27,293.159,292.722,8.07799883186817,NaN,20.925705598758,16.6569845411568,0.0371453959236026,161.103756698887,24.65556,-9.9e+37,293.241,292.722,293.159,292.722,-0.123186921412391
20230610134044.6,8.94500277936459,9.7739031,1.7120086,2.0105702,2.0261875,5.792e-06,3.06e-06,0.003984472,0.034069395,1.232789,0.016819638,-9.9e+37,293.211,291.243,293.167,292.738,8.94500277936459,NaN,20.9252174490098,16.6979573646017,0.0372141241599611,168.569895784607,24.65578,-9.9e+37,293.211,292.738,293.167,292.738,-0.0178017424840315
20230610134045.5,9.81599986553192,9.7738592,1.6435142,2.0105812,2.0261875,1.049e-05,1.748e-06,-0.02554944,-0.000446167,1.2329975,-0.001699655,-9.9e+37,293.236,291.297,293.161,292.725,9.81599986553192,NaN,20.9250954115727,16.7116564849021,0.0372141241599611,161.720539188401,24.65995,-9.9e+37,293.236,292.725,293.161,292.725,0.00984133652245162
20230610134046.3,10.6680069118738,9.7736946,1.6859762,2.0113275,2.0261765,4.48e-06,4.262e-06,0.004654981,0.022708336,1.2329975,0.00474404,-9.9e+37,293.233,291.24,293.202,292.741,10.6680069118738,NaN,20.9246378406811,17.6410795285828,0.0372003534750807,165.966687483562,24.65995,-9.9e+37,293.233,292.741,293.202,292.741,0.107342595698048
20230610134047.2,11.5390039980412,9.7741007,1.5156784,2.0106471,2.0261875,5.136e-06,2.295e-06,-0.019025764,-0.00151968,1.2330085,-0.004365406,-9.9e+37,293.252,291.27,293.145,292.711,11.5390039980412,NaN,20.9257667564714,16.7937266692497,0.0372141241599611,148.937114850625,24.66017,-9.9e+37,293.252,292.711,293.145,292.711,-0.135725545102204
20230610134048.1,12.4100010842085,9.7741116,1.5979026,2.0105483,2.0261875,5.245e-06,3.169e-06,0.009385582,0.029057734,1.2327341,0.00546088,-9.9e+37,293.257,291.232,293.167,292.733,12.4100010842085,NaN,20.9257970573384,16.6706836614571,0.0372141241599611,157.159434728422,24.654682,-9.9e+37,293.257,292.733,293.167,292.733,-0.145182928397361
20230610134049.5,13.8120051473379,9.7744848,1.6307833,2.0096374,2.0261326,3.934e-06,-1.967e-06,-0.003847335,-0.002191173,1.232767,-0.002147245,-9.9e+37,293.225,291.273,293.155,292.705,13.8120051473379,NaN,20.9268345145483,15.5362719630944,0.0371453959236026,160.447464690476,24.65534,-9.9e+37,293.225,292.705,293.155,292.705,-0.366619846848597
